Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C0310,P0021,Electronics,267.78,2023-04-12
C0234,P0022,Electronics,307.8,2023-04-12
C0295,P0023,Books,698.55,2023-04-12
C0310,P0024,Home,986.88,2023-04-12
C0497,P0025,Toys,373.2,2023-04-12
C0316,P0026,Fashion,297.59,2023-04-12
C0157,P0027,Sports,279.2,2023-04-12
C0379,P0028,Home,360.17,2023-04-12
C0282,P0029,Fashion,125.84,2023-04-12
C0408,P0030,Home,18.39,2023-04-12
C0006,P0031,Sports,730.17,2023-04-13
C0014,P0032,Toys,49.0,2023-04-13
C0004,P0033,Electronics,900.89,2023-04-13
C0259,P0034,Toys,29.45,2023-04-13
C0329,P0035,Sports,777.31,2023-04-13
C0439,P0036,Books,308.19,2023-04-13
C0187,P0037,Books,15.39,2023-04-13
C0082,P0038,Toys,442.83,2023-04-13
C0049,P0039,Electronics,435.15,2023-04-13
C0071,P0040,Home,367.75,2023-04-13
C0200,P0041,Home,654.2,2023-04-13
C0432,P0042,Toys,910.87,2023-04-13
C0340,P0043,Home,658.64,2023-04-13
C0297,P0044,Sports,484.1,2023-04-13
C0083,P0045,Home,137.29,2023-04-13
C0249,P0046,Sports,296.13,2023-04-14
C0382,P0047,Electronics,69.58,2023-04-14
C0027,P0048,Electronics,721.11,2023-04-14
C0475,P0049,Sports,533.3,2023-04-14
C0333,P0050,Toys,78.83,2023-04-14
C0296,P0001,Electronics,484.62,2023-04-14
C0314,P0002,Sports,731.56,2023-04-14
C0287,P0003,Sports,874.8,2023-04-14
C0016,P0004,Home,456.91,2023-04-14
C0117,P0005,Fashion,778.05,2023-04-14
C0097,P0006,Electronics,757.89,2023-04-14
C0300,P0007,Sports,46.36,2023-04-14
C0410,P0008,Electronics,427.58,2023-04-14
C0299,P0009,Books,862.21,2023-04-14
C0149,P0010,Home,414.83,2023-04-14
C0260,P0011,Fashion,19.91,2023-04-15
C0182,P0012,Fashion,677.24,2023-04-15
C0407,P0013,Fashion,888.15,2023-04-15
C0483,P0014,Toys,464.13,2023-04-15
C0119,P0015,Fashion,943.91,2023-04-15
C0263,P0016,Toys,523.46,2023-04-15
C0198,P0017,Fashion,819.65,2023-04-15
C0293,P0018,Fashion,842.62,2023-04-15
C0495,P0019,Books,287.82,2023-04-15
C0055,P0020,Fashion,965.9,2023-04-15
C0114,P0021,Home,741.12,2023-04-15
C0199,P0022,Books,104.44,2023-04-15
C0293,P0023,Home,443.89,2023-04-15
C0336,P0024,Home,378.74,2023-04-15
C0253,P0025,Fashion,623.71,2023-04-15
C0143,P0026,Home,509.58,2023-04-16
C0125,P0027,Fashion,570.78,2023-04-16
C0101,P0028,Books,737.76,2023-04-16
C0416,P0029,Electronics,757.39,2023-04-16
C0077,P0030,Sports,31.9,2023-04-16
C0306,P0031,Home,685.02,2023-04-16
C0253,P0032,Fashion,541.44,2023-04-16
C0126,P0033,Books,526.9,2023-04-16
C0329,P0034,Electronics,402.3,2023-04-16
C0285,P0035,Sports,982.71,2023-04-16
C0395,P0036,Books,934.2,2023-04-16
C0142,P0037,Home,807.62,2023-04-16
C0111,P0038,Electronics,151.52,2023-04-16
C0041,P0039,Books,691.21,2023-04-16
C0328,P0040,Toys,390.14,2023-04-16
C0270,P0041,Fashion,610.42,2023-04-17
C0334,P0042,Fashion,689.76,2023-04-17
C0378,P0043,Sports,226.17,2023-04-17
C0197,P0044,Electronics,473.38,2023-04-17
C0436,P0045,Fashion,274.44,2023-04-17
C0442,P0046,Electronics,825.15,2023-04-17
C0211,P0047,Home,39.98,2023-04-17
C0034,P0048,Sports,411.87,2023-04-17
C0079,P0049,Books,48.3,2023-04-17
C0134,P0050,Home,555.15,2023-04-17
C0246,P0001,Sports,736.61,2023-04-17
C0050,P0002,Books,101.4,2023-04-17
C0206,P0003,Home,907.45,2023-04-17
C0130,P0004,Toys,564.2,2023-04-17
C0322,P0005,Toys,276.71,2023-04-17
C0396,P0006,Fashion,140.62,2023-04-18
C0488,P0007,Electronics,406.92,2023-04-18
C0083,P0008,Sports,177.95,2023-04-18
C0242,P0009,Toys,945.13,2023-04-18
C0426,P0010,Books,716.4,2023-04-18
C0496,P0011,Home,721.32,2023-04-18
C0216,P0012,Toys,882.0,2023-04-18
C0215,P0013,Books,166.51,2023-04-18
C0165,P0014,Home,528.89,2023-04-18
C0131,P0015,Electronics,676.62,2023-04-18
C0265,P0016,Sports,569.59,2023-04-18
C0081,P0017,Books,986.51,2023-04-18
C0275,P0018,Books,689.08,2023-04-18
C0007,P0019,Fashion,408.44,2023-04-18
C0499,P0020,Fashion,138.8,2023-04-18
C0205,P0021,Home,125.77,2023-04-19
C0123,P0022,Toys,611.06,2023-04-19
C0453,P0023,Fashion,639.15,2023-04-19
C0461,P0024,Books,833.8,2023-04-19
C0094,P0025,Electronics,507.4,2023-04-19
C0415,P0026,Fashion,776.71,2023-04-19
C0353,P0027,Sports,213.14,2023-04-19
C0186,P0028,Sports,168.78,2023-04-19
C0435,P0029,Sports,640.61,2023-04-19
C0082,P0030,Fashion,685.33,2023-04-19
C0040,P0031,Sports,793.98,2023-04-19
C0345,P0032,Toys,614.57,2023-04-19
C0287,P0033,Fashion,488.88,2023-04-19
C0041,P0034,Fashion,362.82,2023-04-19
C0067,P0035,Books,376.38,2023-04-19
C0129,P0036,Electronics,279.18,2023-04-20
C0403,P0037,Toys,636.55,2023-04-20
C0314,P0038,Sports,196.1,2023-04-20
C0123,P0039,Fashion,991.77,2023-04-20
C0208,P0040,Toys,147.93,2023-04-20
C0399,P0041,Home,631.22,2023-04-20
C0370,P0042,Toys,135.85,2023-04-20
C0391,P0043,Toys,136.25,2023-04-20
C0220,P0044,Toys,420.46,2023-04-20
C0232,P0045,Books,23.71,2023-04-20
C0471,P0046,Books,706.76,2023-04-20
C0498,P0047,Electronics,351.66,2023-04-20
C0149,P0048,Electronics,941.9,2023-04-20
C0320,P0049,Home,615.78,2023-04-20
C0338,P0050,Electronics,769.38,2023-04-20
C0094,P0001,Toys,514.52,2023-04-21
C0093,P0002,Electronics,378.02,2023-04-21
C0089,P0003,Sports,339.95,2023-04-21
C0077,P0004,Toys,716.6,2023-04-21
C0104,P0005,Toys,643.95,2023-04-21
C0474,P0006,Electronics,296.38,2023-04-21
C0203,P0007,Electronics,480.24,2023-04-21
C0291,P0008,Books,983.38,2023-04-21
C0409,P0009,Books,659.16,2023-04-21
C0141,P0010,Home,642.83,2023-04-21
C0473,P0011,Toys,444.78,2023-04-21
C0102,P0012,Books,97.44,2023-04-21
C0422,P0013,Toys,706.0,2023-04-21
C0467,P0014,Home,864.48,2023-04-21
C0490,P0015,Sports,583.7,2023-04-21
C0433,P0016,Fashion,330.9,2023-04-22
C0330,P0017,Electronics,348.98,2023-04-22
C0181,P0018,Electronics,402.4,2023-04-22
C0062,P0019,Sports,660.0,2023-04-22
C0116,P0020,Fashion,479.1,2023-04-22
C0306,P0021,Sports,996.76,2023-04-22
C0158,P0022,Toys,613.41,2023-04-22
C0251,P0023,Toys,487.12,2023-04-22
C0158,P0024,Electronics,282.7,2023-04-22
C0392,P0025,Electronics,966.91,2023-04-22
C0033,P0026,Sports,63.2,2023-04-22
C0258,P0027,Electronics,131.47,2023-04-22
C0291,P0028,Sports,449.7,2023-04-22
C0138,P0029,Toys,943.65,2023-04-22
C0166,P0030,Toys,715.04,2023-04-22
C0494,P0031,Books,643.79,2023-04-23
C0009,P0032,Toys,527.79,2023-04-23
C0433,P0033,Toys,572.96,2023-04-23
C0357,P0034,Sports,972.62,2023-04-23
C0072,P0035,Electronics,12.31,2023-04-23
C0500,P0036,Fashion,670.9,2023-04-23
C0258,P0037,Toys,646.33,2023-04-23
C0250,P0038,Books,258.09,2023-04-23
C0455,P0039,Home,403.67,2023-04-23
C0407,P0040,Fashion,437.25,2023-04-23
C0325,P0041,Fashion,85.5,2023-04-23
C0431,P0042,Toys,439.4,2023-04-23
C0449,P0043,Fashion,21.72,2023-04-23
C0092,P0044,Books,818.07,2023-04-23
C0283,P0045,Fashion,416.17,2023-04-23
C0474,P0046,Home,29.21,2023-04-24
C0397,P0047,Home,573.26,2023-04-24
C0397,P0048,Sports,799.36,2023-04-24
C0173,P0049,Toys,883.05,2023-04-24
C0231,P0050,Fashion,244.86,2023-04-24
C0142,P0001,Sports,203.19,2023-04-24
C0357,P0002,Home,193.49,2023-04-24
C0235,P0003,Toys,595.0,2023-04-24
C0337,P0004,Sports,632.71,2023-04-24
C0009,P0005,Home,569.32,2023-04-24
C0339,P0006,Toys,267.48,2023-04-24
C0221,P0007,Books,598.49,2023-04-24
C0318,P0008,Toys,885.62,2023-04-24
C0195,P0009,Electronics,451.47,2023-04-24
C0421,P0010,Books,666.71,2023-04-24
C0365,P0011,Toys,130.26,2023-04-25
C0448,P0012,Sports,847.15,2023-04-25
C0321,P0013,Toys,337.72,2023-04-25
C0058,P0014,Fashion,63.73,2023-04-25
C0019,P0015,Toys,405.4,2023-04-25
C0179,P0016,Electronics,991.65,2023-04-25
C0180,P0017,Toys,746.07,2023-04-25
C0356,P0018,Home,615.02,2023-04-25
C0248,P0019,Sports,803.42,2023-04-25
C0343,P0020,Home,481.31,2023-04-25
C0232,P0021,Fashion,400.08,2023-04-25
C0400,P0022,Toys,528.42,2023-04-25
C0250,P0023,Sports,368.93,2023-04-25
C0101,P0024,Sports,482.58,2023-04-25
C0230,P0025,Sports,903.01,2023-04-25
C0123,P0026,Toys,547.15,2023-04-26
C0119,P0027,Sports,270.56,2023-04-26
C0335,P0028,Fashion,357.95,2023-04-26
C0071,P0029,Electronics,159.38,2023-04-26
C0297,P0030,Toys,367.08,2023-04-26
C0191,P0031,Toys,889.11,2023-04-26
C0348,P0032,Toys,116.0,2023-04-26
C0307,P0033,Toys,156.9,2023-04-26
C0211,P0034,Books,859.31,2023-04-26
C0374,P0035,Sports,634.72,2023-04-26
C0187,P0036,Electronics,278.93,2023-04-26
C0143,P0037,Fashion,679.45,2023-04-26
C0360,P0038,Books,964.26,2023-04-26
C0412,P0039,Home,581.65,2023-04-26
C0426,P0040,Sports,196.42,2023-04-26
C0426,P0041,Books,889.18,2023-04-27
C0153,P0042,Sports,667.33,2023-04-27
C0197,P0043,Home,676.04,2023-04-27
C0454,P0044,Fashion,206.68,2023-04-27
C0376,P0045,Fashion,583.19,2023-04-27
C0158,P0046,Home,850.48,2023-04-27
C0362,P0047,Toys,121.35,2023-04-27
C0275,P0048,Electronics,643.86,2023-04-27
C0038,P0049,Fashion,855.35,2023-04-27
C0070,P0050,Home,496.81,2023-04-27
C0146,P0001,Home,795.2,2023-04-27
C0147,P0002,Fashion,852.59,2023-04-27
C0319,P0003,Books,403.98,2023-04-27
C0099,P0004,Sports,742.26,2023-04-27
C0409,P0005,Home,989.72,2023-04-27
C0129,P0006,Electronics,352.02,2023-04-28
C0032,P0007,Books,321.48,2023-04-28
C0050,P0008,Fashion,155.82,2023-04-28
C0027,P0009,Sports,365.56,2023-04-28
C0126,P0010,Books,802.5,2023-04-28
C0420,P0011,Toys,992.37,2023-04-28
C0020,P0012,Sports,807.26,2023-04-28
C0135,P0013,Fashion,895.25,2023-04-28
C0029,P0014,Home,79.3,2023-04-28
C0109,P0015,Toys,49.11,2023-04-28
C0138,P0016,Toys,886.91,2023-04-28
C0229,P0017,Sports,165.02,2023-04-28
C0471,P0018,Sports,812.51,2023-04-28
C0466,P0019,Home,755.85,2023-04-28
C0034,P0020,Toys,293.43,2023-04-28
C0033,P0021,Toys,871.38,2023-04-29
C0329,P0022,Books,285.53,2023-04-29
C0073,P0023,Home,323.47,2023-04-29
C0317,P0024,Electronics,816.21,2023-04-29
C0092,P0025,Fashion,275.58,2023-04-29
C0247,P0026,Fashion,420.95,2023-04-29
C0340,P0027,Sports,773.93,2023-04-29
C0344,P0028,Books,52.86,2023-04-29
C0394,P0029,Fashion,155.78,2023-04-29
C0326,P0030,Home,993.17,2023-04-29
C0441,P0031,Toys,191.9,2023-04-29
C0474,P0032,Books,216.17,2023-04-29
C0073,P0033,Fashion,29.6,2023-04-29
C0429,P0034,Toys,17.66,2023-04-29
C0136,P0035,Toys,501.07,2023-04-29
C0381,P0036,Sports,72.64,2023-04-30
C0239,P0037,Books,33.22,2023-04-30
C0051,P0038,Home,797.83,2023-04-30
C0345,P0039,Electronics,154.36,2023-04-30
C0293,P0040,Sports,386.76,2023-04-30
C0056,P0041,Electronics,322.34,2023-04-30
C0275,P0042,Home,49.51,2023-04-30
C0259,P0043,Books,981.96,2023-04-30
C0122,P0044,Electronics,448.56,2023-04-30
C0313,P0045,Home,308.28,2023-04-30
C0040,P0046,Home,64.49,2023-04-30
C0107,P0047,Home,856.58,2023-04-30
C0138,P0048,Fashion,91.43,2023-04-30
C0436,P0049,Sports,399.16,2023-04-30
C0481,P0050,Books,451.59,2023-04-30
C0480,P0001,Books,27.96,2023-05-01
C0015,P0002,Home,299.72,2023-05-01
C0429,P0003,Toys,969.89,2023-05-01
C0033,P0004,Toys,60.67,2023-05-01
C0285,P0005,Toys,352.67,2023-05-01
C0319,P0006,Toys,769.72,2023-05-01
C0207,P0007,Fashion,428.53,2023-05-01
C0380,P0008,Home,668.22,2023-05-01
C0384,P0009,Electronics,319.19,2023-05-01
C0484,P0010,Sports,522.58,2023-05-01
C0331,P0011,Sports,29.0,2023-05-01
C0485,P0012,Toys,59.34,2023-05-01
C0042,P0013,Electronics,681.32,2023-05-01
C0266,P0014,Fashion,889.13,2023-05-01
C0379,P0015,Home,821.96,2023-05-01
C0269,P0016,Sports,718.81,2023-05-02
C0285,P0017,Sports,233.51,2023-05-02
C0236,P0018,Home,271.06,2023-05-02
C0335,P0019,Fashion,967.42,2023-05-02
C0291,P0020,Books,323.49,2023-05-02
C0374,P0021,Fashion,521.02,2023-05-02
C0481,P0022,Fashion,232.13,2023-05-02
C0004,P0023,Fashion,92.64,2023-05-02
C0442,P0024,Sports,538.25,2023-05-02
C0168,P0025,Fashion,561.99,2023-05-02
C0008,P0026,Fashion,286.46,2023-05-02
C0418,P0027,Toys,713.76,2023-05-02
C0112,P0028,Home,686.67,2023-05-02
C0027,P0029,Sports,220.01,2023-05-02
C0385,P0030,Books,880.88,2023-05-02
C0177,P0031,Books,286.3,2023-05-03
C0489,P0032,Sports,327.97,2023-05-03
C0387,P0033,Toys,510.39,2023-05-03
C0197,P0034,Electronics,559.11,2023-05-03
C0168,P0035,Books,66.52,2023-05-03
C0494,P0036,Books,457.32,2023-05-03
C0133,P0037,Toys,484.36,2023-05-03
C0500,P0038,Home,892.86,2023-05-03
C0444,P0039,Electronics,721.63,2023-05-03
C0325,P0040,Books,56.4,2023-05-03
C0441,P0041,Books,221.57,2023-05-03
C0223,P0042,Fashion,392.6,2023-05-03
C0324,P0043,Toys,968.4,2023-05-03
C0025,P0044,Home,879.15,2023-05-03
C0281,P0045,Electronics,987.77,2023-05-03
C0147,P0046,Toys,993.54,2023-05-04
C0287,P0047,Toys,222.6,2023-05-04
C0219,P0048,Sports,473.97,2023-05-04
C0263,P0049,Home,99.65,2023-05-04
C0146,P0050,Books,202.16,2023-05-04
C0026,P0001,Sports,262.7,2023-05-04
C0111,P0002,Home,164.34,2023-05-04
C0034,P0003,Electronics,532.62,2023-05-04
C0088,P0004,Toys,297.84,2023-05-04
C0459,P0005,Electronics,140.92,2023-05-04
C0464,P0006,Fashion,62.48,2023-05-04
C0223,P0007,Home,629.75,2023-05-04
C0440,P0008,Home,195.2,2023-05-04
C0498,P0009,Home,908.23,2023-05-04
C0380,P0010,Toys,454.54,2023-05-04
C0035,P0011,Books,998.32,2023-05-05
C0246,P0012,Home,425.52,2023-05-05
C0110,P0013,Fashion,498.1,2023-05-05
C0410,P0014,Books,581.37,2023-05-05
C0444,P0015,Toys,359.58,2023-05-05
C0421,P0016,Sports,619.72,2023-05-05
C0129,P0017,Home,556.79,2023-05-05
C0458,P0018,Electronics,831.36,2023-05-05
C0315,P0019,Toys,941.9,2023-05-05
C0321,P0020,Electronics,221.78,2023-05-05
C0370,P0021,Electronics,153.18,2023-05-05
C0194,P0022,Fashion,20.62,2023-05-05
C0463,P0023,Fashion,110.4,2023-05-05
C0158,P0024,Fashion,838.58,2023-05-05
C0498,P0025,Electronics,82.1,2023-05-05
C0130,P0026,Sports,486.98,2023-05-06
C0265,P0027,Sports,947.12,2023-05-06
C0495,P0028,Electronics,324.66,2023-05-06
C0208,P0029,Books,523.63,2023-05-06
C0019,P0030,Electronics,801.41,2023-05-06
C0190,P0031,Toys,535.19,2023-05-06
C0177,P0032,Books,435.67,2023-05-06
C0147,P0033,Sports,947.13,2023-05-06
C0304,P0034,Books,252.01,2023-05-06
C0492,P0035,Sports,267.34,2023-05-06
C0178,P0036,Home,436.2,2023-05-06
C0273,P0037,Electronics,673.17,2023-05-06
C0241,P0038,Books,526.24,2023-05-06
C0040,P0039,Sports,277.61,2023-05-06
C0090,P0040,Books,499.54,2023-05-06
C0003,P0041,Toys,149.65,2023-05-07
C0476,P0042,Books,583.88,2023-05-07
C0299,P0043,Toys,978.04,2023-05-07
C0310,P0044,Books,58.47,2023-05-07
C0047,P0045,Electronics,819.22,2023-05-07
C0338,P0046,Toys,596.11,2023-05-07
C0045,P0047,Electronics,441.18,2023-05-07
C0129,P0048,Toys,233.31,2023-05-07
C0439,P0049,Fashion,595.82,2023-05-07
C0238,P0050,Books,673.44,2023-05-07
C0357,P0001,Home,560.74,2023-05-07
C0175,P0002,Sports,722.62,2023-05-07
C0090,P0003,Books,910.91,2023-05-07
C0038,P0004,Sports,442.79,2023-05-07
C0017,P0005,Books,664.67,2023-05-07
C0330,P0006,Fashion,521.51,2023-05-08
C0065,P0007,Fashion,30.41,2023-05-08
C0266,P0008,Electronics,152.58,2023-05-08
C0149,P0009,Books,90.25,2023-05-08
C0495,P0010,Sports,251.45,2023-05-08
C0038,P0011,Home,625.67,2023-05-08
C0229,P0012,Sports,334.27,2023-05-08
C0444,P0013,Sports,641.57,2023-05-08
C0082,P0014,Home,377.38,2023-05-08
C0184,P0015,Toys,922.12,2023-05-08
C0270,P0016,Books,152.27,2023-05-08
C0348,P0017,Home,673.26,2023-05-08
C0490,P0018,Home,890.03,2023-05-08
C0172,P0019,Sports,879.57,2023-05-08
C0318,P0020,Toys,156.21,2023-05-08
C0104,P0021,Home,87.74,2023-05-09
C0456,P0022,Books,557.99,2023-05-09
C0310,P0023,Books,406.47,2023-05-09
C0283,P0024,Home,200.02,2023-05-09
C0376,P0025,Home,89.96,2023-05-09
C0262,P0026,Toys,265.72,2023-05-09
C0220,P0027,Home,964.21,2023-05-09
C0287,P0028,Books,784.39,2023-05-09
C0119,P0029,Books,246.07,2023-05-09
C0027,P0030,Home,299.56,2023-05-09
C0193,P0031,Toys,804.85,2023-05-09
C0407,P0032,Toys,120.73,2023-05-09
C0212,P0033,Books,651.67,2023-05-09
C0168,P0034,Electronics,746.67,2023-05-09
C0053,P0035,Electronics,851.87,2023-05-09
C0313,P0036,Sports,244.57,2023-05-10
C0303,P0037,Toys,775.54,2023-05-10
C0176,P0038,Electronics,210.54,2023-05-10
C0401,P0039,Fashion,805.28,2023-05-10
C0477,P0040,Electronics,950.21,2023-05-10
C0066,P0041,Toys,781.7,2023-05-10
C0474,P0042,Electronics,397.84,2023-05-10
C0458,P0043,Electronics,717.22,2023-05-10
C0312,P0044,Home,953.81,2023-05-10
C0061,P0045,Toys,643.82,2023-05-10
C0278,P0046,Home,544.71,2023-05-10
C0219,P0047,Toys,459.44,2023-05-10
C0204,P0048,Electronics,26.78,2023-05-10
C0077,P0049,Home,328.08,2023-05-10
C0387,P0050,Electronics,890.87,2023-05-10
C0143,P0001,Electronics,768.3,2023-05-11
C0226,P0002,Toys,369.02,2023-05-11
C0249,P0003,Books,21.47,2023-05-11
C0492,P0004,Sports,260.87,2023-05-11
C0450,P0005,Sports,55.56,2023-05-11
C0087,P0006,Home,763.44,2023-05-11
C0067,P0007,Fashion,18.09,2023-05-11
C0333,P0008,Sports,512.92,2023-05-11
C0174,P0009,Home,977.38,2023-05-11
C0412,P0010,Sports,983.01,2023-05-11
C0272,P0011,Fashion,695.39,2023-05-11
C0351,P0012,Home,748.48,2023-05-11
C0104,P0013,Toys,761.41,2023-05-11
C0073,P0014,Sports,216.68,2023-05-11
C0244,P0015,Sports,12.96,2023-05-11
C0413,P0016,Home,745.46,2023-05-12
C0262,P0017,Electronics,586.14,2023-05-12
C0127,P0018,Fashion,340.9,2023-05-12
C0455,P0019,Home,219.0,2023-05-12
C0494,P0020,Books,719.88,2023-05-12
C0046,P0021,Toys,480.06,2023-05-12
C0019,P0022,Sports,783.03,2023-05-12
C0195,P0023,Books,196.28,2023-05-12
C0419,P0024,Home,334.61,2023-05-12
C0234,P0025,Sports,475.83,2023-05-12
C0069,P0026,Books,77.1,2023-05-12
C0017,P0027,Books,912.23,2023-05-12
C0352,P0028,Electronics,206.7,2023-05-12
C0007,P0029,Sports,847.81,2023-05-12
C0306,P0030,Sports,131.61,2023-05-12
C0232,P0031,Fashion,674.38,2023-05-13
C0411,P0032,Home,221.5,2023-05-13
C0441,P0033,Sports,963.26,2023-05-13
C0452,P0034,Home,128.82,2023-05-13
C0121,P0035,Fashion,82.37,2023-05-13
C0232,P0036,Books,582.59,2023-05-13
C0339,P0037,Toys,47.82,2023-05-13
C0413,P0038,Toys,755.29,2023-05-13
C0312,P0039,Toys,157.56,2023-05-13
C0090,P0040,Fashion,530.42,2023-05-13
C0082,P0041,Toys,308.31,2023-05-13
C0181,P0042,Sports,202.15,2023-05-13
C0255,P0043,Books,99.31,2023-05-13
C0047,P0044,Fashion,481.05,2023-05-13
C0014,P0045,Toys,968.66,2023-05-13
C0002,P0046,Electronics,410.65,2023-05-14
C0322,P0047,Home,779.07,2023-05-14
C0239,P0048,Sports,917.27,2023-05-14
C0422,P0049,Electronics,770.96,2023-05-14
C0301,P0050,Home,404.54,2023-05-14
C0081,P0001,Electronics,746.75,2023-05-14
C0305,P0002,Electronics,554.29,2023-05-14
C0352,P0003,Books,247.14,2023-05-14
C0218,P0004,Fashion,756.26,2023-05-14
C0500,P0005,Electronics,967.08,2023-05-14
C0124,P0006,Toys,291.04,2023-05-14
C0131,P0007,Toys,770.1,2023-05-14
C0301,P0008,Sports,264.73,2023-05-14
C0385,P0009,Electronics,154.47,2023-05-14
C0271,P0010,Fashion,786.36,2023-05-14
C0214,P0011,Books,246.24,2023-05-15
C0106,P0012,Electronics,690.68,2023-05-15
C0153,P0013,Home,461.85,2023-05-15
C0438,P0014,Electronics,344.59,2023-05-15
C0438,P0015,Home,884.2,2023-05-15
C0054,P0016,Toys,598.15,2023-05-15
C0179,P0017,Home,691.64,2023-05-15
C0460,P0018,Sports,822.34,2023-05-15
C0047,P0019,Electronics,561.83,2023-05-15
C0012,P0020,Fashion,410.95,2023-05-15
C0483,P0021,Home,970.17,2023-05-15
C0014,P0022,Fashion,164.51,2023-05-15
C0173,P0023,Home,923.19,2023-05-15
C0166,P0024,Electronics,186.45,2023-05-15
C0329,P0025,Toys,968.84,2023-05-15
C0309,P0026,Home,152.18,2023-05-16
C0092,P0027,Books,271.65,2023-05-16
C0452,P0028,Sports,257.96,2023-05-16
C0325,P0029,Fashion,779.86,2023-05-16
C0050,P0030,Fashion,978.18,2023-05-16
C0255,P0031,Fashion,685.84,2023-05-16
C0498,P0032,Toys,481.48,2023-05-16
C0174,P0033,Electronics,80.43,2023-05-16
C0131,P0034,Electronics,448.23,2023-05-16
C0434,P0035,Fashion,494.81,2023-05-16
C0443,P0036,Toys,649.74,2023-05-16
C0354,P0037,Home,730.62,2023-05-16
C0415,P0038,Fashion,836.27,2023-05-16
C0239,P0039,Sports,794.93,2023-05-16
C0233,P0040,Books,769.94,2023-05-16
C0300,P0041,Toys,325.22,2023-05-17
C0266,P0042,Fashion,773.33,2023-05-17
C0350,P0043,Books,129.73,2023-05-17
C0422,P0044,Electronics,902.19,2023-05-17
C0243,P0045,Home,749.15,2023-05-17
C0084,P0046,Home,366.88,2023-05-17
C0197,P0047,Sports,804.99,2023-05-17
C0032,P0048,Fashion,794.05,2023-05-17
C0256,P0049,Toys,162.95,2023-05-17
C0069,P0050,Electronics,441.97,2023-05-17
C0434,P0001,Sports,728.1,2023-05-17
C0094,P0002,Home,713.86,2023-05-17
C0354,P0003,Toys,800.63,2023-05-17
C0142,P0004,Sports,832.29,2023-05-17
C0230,P0005,Fashion,211.43,2023-05-17
C0084,P0006,Books,930.97,2023-05-18
C0279,P0007,Fashion,882.05,2023-05-18
C0229,P0008,Sports,895.52,2023-05-18
C0486,P0009,Books,689.79,2023-05-18
C0181,P0010,Books,873.56,2023-05-18
C0073,P0011,Fashion,933.57,2023-05-18
C0220,P0012,Books,473.37,2023-05-18
C0236,P0013,Sports,621.83,2023-05-18
C0056,P0014,Fashion,939.85,2023-05-18
C0294,P0015,Home,449.91,2023-05-18
C0076,P0016,Electronics,131.63,2023-05-18
C0092,P0017,Sports,590.29,2023-05-18
C0194,P0018,Sports,340.13,2023-05-18
C0496,P0019,Fashion,874.28,2023-05-18
C0279,P0020,Fashion,589.24,2023-05-18
C0347,P0021,Toys,750.43,2023-05-19
C0100,P0022,Toys,752.47,2023-05-19
C0003,P0023,Home,626.11,2023-05-19
C0443,P0024,Fashion,368.11,2023-05-19
C0340,P0025,Fashion,883.33,2023-05-19
C0198,P0026,Fashion,747.2,2023-05-19
C0199,P0027,Sports,991.59,2023-05-19
C0025,P0028,Toys,691.64,2023-05-19
C0020,P0029,Home,343.66,2023-05-19
C0444,P0030,Home,860.7,2023-05-19
C0410,P0031,Books,500.15,2023-05-19
C0129,P0032,Books,105.65,2023-05-19
C0233,P0033,Electronics,447.41,2023-05-19
C0057,P0034,Toys,371.22,2023-05-19
C0439,P0035,Sports,663.46,2023-05-19
C0299,P0036,Home,51.19,2023-05-20
C0207,P0037,Home,710.62,2023-05-20
C0436,P0038,Electronics,459.03,2023-05-20
C0464,P0039,Books,430.58,2023-05-20
C0262,P0040,Sports,564.52,2023-05-20
C0353,P0041,Fashion,685.17,2023-05-20
C0467,P0042,Sports,360.3,2023-05-20
C0044,P0043,Sports,522.48,2023-05-20
C0196,P0044,Home,634.53,2023-05-20
C0122,P0045,Fashion,102.07,2023-05-20
C0457,P0046,Electronics,521.52,2023-05-20
C0486,P0047,Home,412.32,2023-05-20
C0268,P0048,Home,59.43,2023-05-20
C0284,P0049,Books,404.39,2023-05-20
C0033,P0050,Fashion,243.7,2023-05-20
C0157,P0001,Toys,852.68,2023-05-21
C0318,P0002,Fashion,108.29,2023-05-21
C0290,P0003,Sports,475.71,2023-05-21
C0339,P0004,Toys,849.44,2023-05-21
C0372,P0005,Toys,457.52,2023-05-21
C0012,P0006,Toys,408.13,2023-05-21
C0035,P0007,Home,747.26,2023-05-21
C0350,P0008,Fashion,711.8,2023-05-21
C0400,P0009,Home,761.18,2023-05-21
C0367,P0010,Sports,743.7,2023-05-21
C0174,P0011,Books,970.93,2023-05-21
C0068,P0012,Books,189.35,2023-05-21
C0444,P0013,Toys,363.98,2023-05-21
C0477,P0014,Home,246.18,2023-05-21
C0193,P0015,Toys,929.45,2023-05-21
C0386,P0016,Fashion,732.45,2023-05-22
C0105,P0017,Fashion,31.14,2023-05-22
C0328,P0018,Sports,223.75,2023-05-22
C0041,P0019,Books,434.03,2023-05-22
C0366,P0020,Toys,533.21,2023-05-22
C0132,P0021,Toys,232.79,2023-05-22
C0477,P0022,Toys,157.81,2023-05-22
C0281,P0023,Books,898.54,2023-05-22
C0273,P0024,Fashion,17.76,2023-05-22
C0293,P0025,Fashion,552.23,2023-05-22
C0377,P0026,Fashion,693.25,2023-05-22
C0211,P0027,Sports,169.79,2023-05-22
